"","FINAL","coords.x1","coords.x2","optional"
"5","Abarema brachystachya (DC.) Barneby & J.W.Grimes",-40.735,-18.967,TRUE
"6","Abarema brachystachya (DC.) Barneby & J.W.Grimes",-42.526,-19.499,TRUE
"7","Abarema brachystachya (DC.) Barneby & J.W.Grimes",-41.708,-19.804,TRUE
"9","Abarema brachystachya (DC.) Barneby & J.W.Grimes",-43.386,-20.369,TRUE
"10","Abarema brachystachya (DC.) Barneby & J.W.Grimes",-42.873,-20.778,TRUE
"79","Abarema cochliacarpos (Gomes) Barneby & J.W.Grimes",-40.077,-19.455,TRUE
"86","Abarema cochliacarpos (Gomes) Barneby & J.W.Grimes",-41.074,-19.477,TRUE
"93","Abarema cochliacarpos (Gomes) Barneby & J.W.Grimes",-43.363,-19.902,TRUE
"156","Abarema jupunba (Willd.) Britton & Killip",-41.074,-19.477,TRUE
"159","Abarema jupunba (Willd.) Britton & Killip",-42.137,-19.022,TRUE
"160","Abarema jupunba (Willd.) Britton & Killip",-41.708,-19.804,TRUE
"165","Abarema langsdorffii (Benth.) Barneby & J.W.Grimes",-42.482,-20.701,TRUE
"168","Abarema langsdorffii (Benth.) Barneby & J.W.Grimes",-41.48,-18.879,TRUE
"169","Abarema langsdorffii (Benth.) Barneby & J.W.Grimes",-42.526,-19.499,TRUE
"170","Abarema langsdorffii (Benth.) Barneby & J.W.Grimes",-42.916,-20.263,TRUE
"171","Abarema langsdorffii (Benth.) Barneby & J.W.Grimes",-43.02,-20.502,TRUE
"173","Abarema langsdorffii (Benth.) Barneby & J.W.Grimes",-43.117,-19.847,TRUE
"174","Abarema langsdorffii (Benth.) Barneby & J.W.Grimes",-42.873,-20.778,TRUE
"177","Abarema langsdorffii (Benth.) Barneby & J.W.Grimes",-43.423,-19.406,TRUE
"267","Abarema brachystachya (DC.) Barneby & J.W.Grimes",-42.618,-19.684,TRUE
"268","Abarema brachystachya (DC.) Barneby & J.W.Grimes",-41.823,-19.721,TRUE
"269","Abarema brachystachya (DC.) Barneby & J.W.Grimes",-43.117,-19.847,TRUE
"270","Abarema brachystachya (DC.) Barneby & J.W.Grimes",-43.363,-19.902,TRUE
"271","Abarema brachystachya (DC.) Barneby & J.W.Grimes",-43.669,-20.072,TRUE
"273","Abarema brachystachya (DC.) Barneby & J.W.Grimes",-43.423,-19.406,TRUE
"278","Abarema villosa Iganci & M.P.Morim",-43.363,-19.902,TRUE
"280","Abarema villosa Iganci & M.P.Morim",-43.477,-20.121,TRUE
"311","Callianthe bedfordiana (Hook.) Donnell",-43.176,-20.449,TRUE
"312","Callianthe bedfordiana (Hook.) Donnell",-43.286,-20.55,TRUE
"341","Callianthe rufinerva (A. St.Hil.) Donnel",-40.669,-19.804,TRUE
"344","Callianthe rufinerva (A. St.Hil.) Donnel",-42.482,-20.701,TRUE
"373","Acanthocladus albicans A.W.Benn.",-42.763,-19.14,TRUE
"374","Acanthocladus albicans A.W.Benn.",-40.778,-19.218,TRUE
"375","Acanthocladus albicans A.W.Benn.",-41.823,-19.721,TRUE
"376","Acanthocladus albicans A.W.Benn.",-42.929,-20.428,TRUE
"521","Acnistus arborescens (L.) Schltdl.",-42.569,-19.582,TRUE
"522","Acnistus arborescens (L.) Schltdl.",-42.618,-19.684,TRUE
"523","Acnistus arborescens (L.) Schltdl.",-41.823,-19.721,TRUE
"604","Acosmium lentiscifolium Schott",-40.669,-19.804,TRUE
"605","Acosmium lentiscifolium Schott",-40.755,-19.768,TRUE
"606","Acosmium lentiscifolium Schott",-41.074,-19.477,TRUE
"609","Acosmium lentiscifolium Schott",-42.137,-19.022,TRUE
"610","Acosmium lentiscifolium Schott",-40.624,-19.587,TRUE
"611","Acosmium lentiscifolium Schott",-42.618,-19.684,TRUE
"612","Acosmium lentiscifolium Schott",-42.535,-19.8,TRUE
"622","Acrocomia aculeata (Jacq.) Lodd. ex Mart.",-43.207,-19.422,TRUE
"625","Acrocomia aculeata (Jacq.) Lodd. ex Mart.",-43.363,-19.902,TRUE
"626","Acrocomia aculeata (Jacq.) Lodd. ex Mart.",-43.386,-20.369,TRUE
"628","Acrocomia aculeata (Jacq.) Lodd. ex Mart.",-43.372,-20.629,TRUE
"634","Acrocomia aculeata (Jacq.) Lodd. ex Mart.",-43.103,-18.103,TRUE
"636","Acrocomia aculeata (Jacq.) Lodd. ex Mart.",-43.423,-19.406,TRUE
"731","Actinostemon concolor (Spreng.) Müll.Arg.",-42.482,-20.701,TRUE
"735","Actinostemon concolor (Spreng.) Müll.Arg.",-42.071,-18.493,TRUE
"736","Actinostemon concolor (Spreng.) Müll.Arg.",-41.48,-18.879,TRUE
"737","Actinostemon concolor (Spreng.) Müll.Arg.",-43.207,-19.422,TRUE
"738","Actinostemon concolor (Spreng.) Müll.Arg.",-42.431,-19.511,TRUE
"739","Actinostemon concolor (Spreng.) Müll.Arg.",-41.823,-19.721,TRUE
"740","Actinostemon concolor (Spreng.) Müll.Arg.",-42.428,-19.723,TRUE
"741","Actinostemon concolor (Spreng.) Müll.Arg.",-42.484,-19.748,TRUE
"742","Actinostemon concolor (Spreng.) Müll.Arg.",-42.535,-19.8,TRUE
"743","Actinostemon concolor (Spreng.) Müll.Arg.",-41.708,-19.804,TRUE
"744","Actinostemon concolor (Spreng.) Müll.Arg.",-42.916,-20.263,TRUE
"746","Actinostemon concolor (Spreng.) Müll.Arg.",-43.117,-19.847,TRUE
"747","Actinostemon concolor (Spreng.) Müll.Arg.",-43.286,-20.55,TRUE
"748","Actinostemon concolor (Spreng.) Müll.Arg.",-42.873,-20.778,TRUE
"757","Actinostemon concolor (Spreng.) Müll.Arg.",-43.103,-18.103,TRUE
"1015","Actinostemon klotzschii (Didr.) Pax",-40.077,-19.455,TRUE
"1019","Actinostemon klotzschii (Didr.) Pax",-41.074,-19.477,TRUE
"1023","Actinostemon klotzschii (Didr.) Pax",-42.071,-18.493,TRUE
"1024","Actinostemon klotzschii (Didr.) Pax",-41.48,-18.879,TRUE
"1025","Actinostemon klotzschii (Didr.) Pax",-42.403,-19.341,TRUE
"1026","Actinostemon klotzschii (Didr.) Pax",-40.548,-19.351,TRUE
"1027","Actinostemon klotzschii (Didr.) Pax",-43.207,-19.422,TRUE
"1028","Actinostemon klotzschii (Didr.) Pax",-42.618,-19.684,TRUE
"1029","Actinostemon klotzschii (Didr.) Pax",-42.428,-19.723,TRUE
"1030","Actinostemon klotzschii (Didr.) Pax",-42.484,-19.748,TRUE
"1031","Actinostemon klotzschii (Didr.) Pax",-42.624,-19.765,TRUE
"1032","Actinostemon klotzschii (Didr.) Pax",-41.708,-19.804,TRUE
"1033","Actinostemon klotzschii (Didr.) Pax",-42.916,-20.263,TRUE
"1037","Actinostemon klotzschii (Didr.) Pax",-43.117,-19.847,TRUE
"1038","Actinostemon klotzschii (Didr.) Pax",-43.386,-20.369,TRUE
"1039","Actinostemon klotzschii (Didr.) Pax",-43.388,-18.549,TRUE
"1161","Actinostemon lasiocarpus (Müll.Arg.) Baill.",-40.077,-19.455,TRUE
"1181","Actinostemon verticillatus (Klotzsch) Baill.",-42.403,-19.341,TRUE
"1182","Actinostemon verticillatus (Klotzsch) Baill.",-42.865,-19.627,TRUE
"1183","Actinostemon verticillatus (Klotzsch) Baill.",-42.484,-19.748,TRUE
"1184","Actinostemon verticillatus (Klotzsch) Baill.",-42.535,-19.8,TRUE
"1185","Actinostemon verticillatus (Klotzsch) Baill.",-41.708,-19.804,TRUE
"1264","Aegiphila graveolens Mart. & Schauer",-40.077,-19.455,TRUE
"1303","Aegiphila integrifolia (Jacq.) Moldenke",-40.077,-19.455,TRUE
"1310","Aegiphila integrifolia (Jacq.) Moldenke",-40.669,-19.804,TRUE
"1314","Aegiphila integrifolia (Jacq.) Moldenke",-40.755,-19.768,TRUE
"1316","Aegiphila integrifolia (Jacq.) Moldenke",-42.482,-20.701,TRUE
"1319","Aegiphila integrifolia (Jacq.) Moldenke",-41.074,-19.477,TRUE
"1326","Aegiphila integrifolia (Jacq.) Moldenke",-42.561,-18.393,TRUE
"1327","Aegiphila integrifolia (Jacq.) Moldenke",-42.071,-18.493,TRUE
"1328","Aegiphila integrifolia (Jacq.) Moldenke",-41.48,-18.879,TRUE
"1329","Aegiphila integrifolia (Jacq.) Moldenke",-40.735,-18.967,TRUE
"1330","Aegiphila integrifolia (Jacq.) Moldenke",-40.513,-18.999,TRUE
"1331","Aegiphila integrifolia (Jacq.) Moldenke",-42.763,-19.14,TRUE
"1332","Aegiphila integrifolia (Jacq.) Moldenke",-40.778,-19.218,TRUE
"1333","Aegiphila integrifolia (Jacq.) Moldenke",-40.548,-19.351,TRUE
"1334","Aegiphila integrifolia (Jacq.) Moldenke",-42.526,-19.499,TRUE
"1335","Aegiphila integrifolia (Jacq.) Moldenke",-42.431,-19.511,TRUE
"1336","Aegiphila integrifolia (Jacq.) Moldenke",-42.865,-19.627,TRUE
"1337","Aegiphila integrifolia (Jacq.) Moldenke",-42.618,-19.684,TRUE
"1338","Aegiphila integrifolia (Jacq.) Moldenke",-41.823,-19.721,TRUE
"1339","Aegiphila integrifolia (Jacq.) Moldenke",-41.708,-19.804,TRUE
"1340","Aegiphila integrifolia (Jacq.) Moldenke",-40.873,-19.84,TRUE
"1341","Aegiphila integrifolia (Jacq.) Moldenke",-42.916,-20.263,TRUE
"1342","Aegiphila integrifolia (Jacq.) Moldenke",-42.929,-20.428,TRUE
"1343","Aegiphila integrifolia (Jacq.) Moldenke",-43.02,-20.502,TRUE
"1345","Aegiphila integrifolia (Jacq.) Moldenke",-43.083,-18.38,TRUE
"1346","Aegiphila integrifolia (Jacq.) Moldenke",-42.755,-18.546,TRUE
"1347","Aegiphila integrifolia (Jacq.) Moldenke",-41.552,-19.301,TRUE
"1348","Aegiphila integrifolia (Jacq.) Moldenke",-43.117,-19.847,TRUE
"1349","Aegiphila integrifolia (Jacq.) Moldenke",-43.363,-19.902,TRUE
"1350","Aegiphila integrifolia (Jacq.) Moldenke",-43.386,-20.369,TRUE
"1352","Aegiphila integrifolia (Jacq.) Moldenke",-43.176,-20.449,TRUE
"1353","Aegiphila integrifolia (Jacq.) Moldenke",-43.286,-20.55,TRUE
"1354","Aegiphila integrifolia (Jacq.) Moldenke",-43.372,-20.629,TRUE
"1355","Aegiphila integrifolia (Jacq.) Moldenke",-42.873,-20.778,TRUE
"1366","Aegiphila integrifolia (Jacq.) Moldenke",-43.388,-18.549,TRUE
"1369","Aegiphila integrifolia (Jacq.) Moldenke",-43.669,-20.072,TRUE
"1373","Aegiphila integrifolia (Jacq.) Moldenke",-43.539,-20.592,TRUE
"1374","Aegiphila integrifolia (Jacq.) Moldenke",-43.103,-18.103,TRUE
"1378","Aegiphila integrifolia (Jacq.) Moldenke",-43.423,-19.406,TRUE
"1674","Aegiphila mediterranea Vell.",-43.388,-18.549,TRUE
"1694","Aegiphila obducta Vell.",-42.484,-19.748,TRUE
"1695","Aegiphila obducta Vell.",-42.755,-18.546,TRUE
"1696","Aegiphila obducta Vell.",-43.117,-19.847,TRUE
"1788","Aegiphila verticillata Vell.",-43.083,-18.38,TRUE
"1789","Aegiphila verticillata Vell.",-43.386,-20.369,TRUE
"1790","Aegiphila verticillata Vell.",-43.176,-20.449,TRUE
"1791","Aegiphila verticillata Vell.",-43.286,-20.55,TRUE
"1792","Aegiphila verticillata Vell.",-43.372,-20.629,TRUE
"1793","Aegiphila verticillata Vell.",-42.873,-20.778,TRUE
"1798","Aegiphila verticillata Vell.",-43.501,-20.434,TRUE
"1799","Aegiphila verticillata Vell.",-43.512,-20.18,TRUE
"1848","Aegiphila vitelliniflora Walp.",-42.137,-19.022,TRUE
"1864","Agarista coriifolia (Thunb.) Hook. ex Nied.",-43.083,-18.38,TRUE
"1867","Agarista coriifolia (Thunb.) Hook. ex Nied.",-43.669,-20.072,TRUE
"1871","Agarista coriifolia (Thunb.) Hook. ex Nied.",-43.501,-20.434,TRUE
"1872","Agarista coriifolia (Thunb.) Hook. ex Nied.",-43.512,-20.18,TRUE
"1886","Agarista eucalyptoides (Cham. & Schltdl.) G.Don",-42.482,-20.701,TRUE
"1888","Agarista eucalyptoides (Cham. & Schltdl.) G.Don",-40.548,-19.351,TRUE
"1890","Agarista eucalyptoides (Cham. & Schltdl.) G.Don",-43.083,-18.38,TRUE
"1891","Agarista eucalyptoides (Cham. & Schltdl.) G.Don",-43.363,-19.902,TRUE
"1897","Agarista eucalyptoides (Cham. & Schltdl.) G.Don",-43.669,-20.072,TRUE
"1899","Agarista eucalyptoides (Cham. & Schltdl.) G.Don",-43.477,-20.121,TRUE
"1901","Agarista eucalyptoides (Cham. & Schltdl.) G.Don",-43.103,-18.103,TRUE
"1903","Agarista eucalyptoides (Cham. & Schltdl.) G.Don",-43.458,-20.079,TRUE
"1964","Agarista oleifolia (Cham.) G.Don",-42.482,-20.701,TRUE
"1969","Agarista oleifolia (Cham.) G.Don",-43.388,-18.549,TRUE
"1971","Agarista oleifolia (Cham.) G.Don",-43.477,-20.121,TRUE
"1974","Agarista oleifolia (Cham.) G.Don",-43.539,-20.592,TRUE
"1975","Agarista oleifolia (Cham.) G.Don",-43.501,-20.434,TRUE
"2073","Agonandra excelsa Griseb.",-42.482,-20.701,TRUE
"2076","Agonandra excelsa Griseb.",-42.071,-18.493,TRUE
"2077","Agonandra excelsa Griseb.",-41.48,-18.879,TRUE
"2078","Agonandra excelsa Griseb.",-42.403,-19.341,TRUE
"2079","Agonandra excelsa Griseb.",-42.431,-19.511,TRUE
"2080","Agonandra excelsa Griseb.",-42.865,-19.627,TRUE
"2081","Agonandra excelsa Griseb.",-42.428,-19.723,TRUE
"2082","Agonandra excelsa Griseb.",-42.624,-19.765,TRUE
"2083","Agonandra excelsa Griseb.",-42.535,-19.8,TRUE
"2084","Agonandra excelsa Griseb.",-42.916,-20.263,TRUE
"2086","Agonandra excelsa Griseb.",-43.083,-18.38,TRUE
"2087","Agonandra excelsa Griseb.",-41.552,-19.301,TRUE
"2088","Agonandra excelsa Griseb.",-43.286,-20.55,TRUE
"2089","Agonandra excelsa Griseb.",-43.372,-20.629,TRUE
"2090","Agonandra excelsa Griseb.",-42.873,-20.778,TRUE
"2093","Agonandra excelsa Griseb.",-43.388,-18.549,TRUE
"2094","Agonandra excelsa Griseb.",-43.669,-20.072,TRUE
"2179","Aiouea acarodomatifera Kosterm.",-42.873,-20.778,TRUE
"2213","Aiouea saligna Meisn.",-42.482,-20.701,TRUE
"2214","Aiouea saligna Meisn.",-40.735,-18.967,TRUE
"2215","Aiouea saligna Meisn.",-40.513,-18.999,TRUE
"2216","Aiouea saligna Meisn.",-40.778,-19.218,TRUE
"2217","Aiouea saligna Meisn.",-42.431,-19.511,TRUE
"2218","Aiouea saligna Meisn.",-42.569,-19.582,TRUE
"2219","Aiouea saligna Meisn.",-43.083,-18.38,TRUE
"2220","Aiouea saligna Meisn.",-41.552,-19.301,TRUE
"2221","Aiouea saligna Meisn.",-43.363,-19.902,TRUE
"2222","Aiouea saligna Meisn.",-43.388,-18.549,TRUE
"2225","Aiouea saligna Meisn.",-43.501,-20.434,TRUE
"2227","Aiouea saligna Meisn.",-43.423,-19.406,TRUE
"2611","Albizia pedicellaris (DC.) L.Rico",-41.48,-18.879,TRUE
"2612","Albizia pedicellaris (DC.) L.Rico",-40.735,-18.967,TRUE
"2613","Albizia pedicellaris (DC.) L.Rico",-40.624,-19.587,TRUE
"2614","Albizia pedicellaris (DC.) L.Rico",-42.865,-19.627,TRUE
"2615","Albizia pedicellaris (DC.) L.Rico",-42.618,-19.684,TRUE
"2616","Albizia pedicellaris (DC.) L.Rico",-42.916,-20.263,TRUE
"2682","Albizia polycephala (Benth.) Killip ex Record",-40.077,-19.455,TRUE
"2688","Albizia polycephala (Benth.) Killip ex Record",-40.669,-19.804,TRUE
"2691","Albizia polycephala (Benth.) Killip ex Record",-40.755,-19.768,TRUE
"2699","Albizia polycephala (Benth.) Killip ex Record",-42.071,-18.493,TRUE
"2700","Albizia polycephala (Benth.) Killip ex Record",-41.48,-18.879,TRUE
"2701","Albizia polycephala (Benth.) Killip ex Record",-40.735,-18.967,TRUE
"2702","Albizia polycephala (Benth.) Killip ex Record",-40.513,-18.999,TRUE
"2703","Albizia polycephala (Benth.) Killip ex Record",-40.778,-19.218,TRUE
"2704","Albizia polycephala (Benth.) Killip ex Record",-42.403,-19.341,TRUE
"2705","Albizia polycephala (Benth.) Killip ex Record",-40.548,-19.351,TRUE
"2706","Albizia polycephala (Benth.) Killip ex Record",-43.207,-19.422,TRUE
"2707","Albizia polycephala (Benth.) Killip ex Record",-42.431,-19.511,TRUE
"2708","Albizia polycephala (Benth.) Killip ex Record",-42.569,-19.582,TRUE
"2709","Albizia polycephala (Benth.) Killip ex Record",-40.624,-19.587,TRUE
"2710","Albizia polycephala (Benth.) Killip ex Record",-42.865,-19.627,TRUE
"2711","Albizia polycephala (Benth.) Killip ex Record",-41.823,-19.721,TRUE
"2712","Albizia polycephala (Benth.) Killip ex Record",-42.428,-19.723,TRUE
"2713","Albizia polycephala (Benth.) Killip ex Record",-42.624,-19.765,TRUE
"2714","Albizia polycephala (Benth.) Killip ex Record",-41.708,-19.804,TRUE
"2715","Albizia polycephala (Benth.) Killip ex Record",-40.873,-19.84,TRUE
"2716","Albizia polycephala (Benth.) Killip ex Record",-42.916,-20.263,TRUE
"2717","Albizia polycephala (Benth.) Killip ex Record",-42.929,-20.428,TRUE
"2718","Albizia polycephala (Benth.) Killip ex Record",-43.02,-20.502,TRUE
"2723","Albizia polycephala (Benth.) Killip ex Record",-42.755,-18.546,TRUE
"2724","Albizia polycephala (Benth.) Killip ex Record",-41.552,-19.301,TRUE
"2725","Albizia polycephala (Benth.) Killip ex Record",-43.117,-19.847,TRUE
"2726","Albizia polycephala (Benth.) Killip ex Record",-43.386,-20.369,TRUE
"2728","Albizia polycephala (Benth.) Killip ex Record",-43.286,-20.55,TRUE
"2729","Albizia polycephala (Benth.) Killip ex Record",-43.372,-20.629,TRUE
"2730","Albizia polycephala (Benth.) Killip ex Record",-42.873,-20.778,TRUE
"2751","Albizia polycephala (Benth.) Killip ex Record",-43.669,-20.072,TRUE
"2755","Albizia polycephala (Benth.) Killip ex Record",-43.103,-18.103,TRUE
"2881","Alchornea glandulosa Poepp. & Endl.",-40.077,-19.455,TRUE
"2885","Alchornea glandulosa Poepp. & Endl.",-40.669,-19.804,TRUE
"2892","Alchornea glandulosa Poepp. & Endl.",-42.482,-20.701,TRUE
"2902","Alchornea glandulosa Poepp. & Endl.",-42.561,-18.393,TRUE
"2903","Alchornea glandulosa Poepp. & Endl.",-42.071,-18.493,TRUE
"2905","Alchornea glandulosa Poepp. & Endl.",-41.48,-18.879,TRUE
"2906","Alchornea glandulosa Poepp. & Endl.",-40.513,-18.999,TRUE
"2907","Alchornea glandulosa Poepp. & Endl.",-42.137,-19.022,TRUE
"2908","Alchornea glandulosa Poepp. & Endl.",-42.763,-19.14,TRUE
"2909","Alchornea glandulosa Poepp. & Endl.",-42.403,-19.341,TRUE
"2910","Alchornea glandulosa Poepp. & Endl.",-42.526,-19.499,TRUE
"2911","Alchornea glandulosa Poepp. & Endl.",-42.431,-19.511,TRUE
"2912","Alchornea glandulosa Poepp. & Endl.",-42.865,-19.627,TRUE
"2913","Alchornea glandulosa Poepp. & Endl.",-41.823,-19.721,TRUE
"2914","Alchornea glandulosa Poepp. & Endl.",-42.535,-19.8,TRUE
"2915","Alchornea glandulosa Poepp. & Endl.",-41.708,-19.804,TRUE
"2916","Alchornea glandulosa Poepp. & Endl.",-40.873,-19.84,TRUE
"2917","Alchornea glandulosa Poepp. & Endl.",-42.916,-20.263,TRUE
"2918","Alchornea glandulosa Poepp. & Endl.",-42.929,-20.428,TRUE
"2919","Alchornea glandulosa Poepp. & Endl.",-43.02,-20.502,TRUE
"2923","Alchornea glandulosa Poepp. & Endl.",-43.083,-18.38,TRUE
"2924","Alchornea glandulosa Poepp. & Endl.",-42.755,-18.546,TRUE
"2925","Alchornea glandulosa Poepp. & Endl.",-41.552,-19.301,TRUE
"2926","Alchornea glandulosa Poepp. & Endl.",-43.117,-19.847,TRUE
"2927","Alchornea glandulosa Poepp. & Endl.",-43.386,-20.369,TRUE
"2929","Alchornea glandulosa Poepp. & Endl.",-43.176,-20.449,TRUE
"2930","Alchornea glandulosa Poepp. & Endl.",-43.372,-20.629,TRUE
"2931","Alchornea glandulosa Poepp. & Endl.",-42.873,-20.778,TRUE
"2936","Alchornea glandulosa Poepp. & Endl.",-43.388,-18.549,TRUE
"2937","Alchornea glandulosa Poepp. & Endl.",-43.669,-20.072,TRUE
"2941","Alchornea glandulosa Poepp. & Endl.",-43.103,-18.103,TRUE
"2943","Alchornea glandulosa Poepp. & Endl.",-43.423,-19.406,TRUE
"3168","Alchornea sidifolia Müll.Arg.",-42.482,-20.701,TRUE
"3169","Alchornea sidifolia Müll.Arg.",-41.823,-19.721,TRUE
"3288","Alchornea triplinervia (Spreng.) Müll.Arg.",-40.077,-19.455,TRUE
"3297","Alchornea triplinervia (Spreng.) Müll.Arg.",-42.482,-20.701,TRUE
"3303","Alchornea triplinervia (Spreng.) Müll.Arg.",-40.778,-19.218,TRUE
"3304","Alchornea triplinervia (Spreng.) Müll.Arg.",-40.548,-19.351,TRUE
"3305","Alchornea triplinervia (Spreng.) Müll.Arg.",-42.865,-19.627,TRUE
"3306","Alchornea triplinervia (Spreng.) Müll.Arg.",-42.618,-19.684,TRUE
"3307","Alchornea triplinervia (Spreng.) Müll.Arg.",-42.624,-19.765,TRUE
"3308","Alchornea triplinervia (Spreng.) Müll.Arg.",-42.535,-19.8,TRUE
"3309","Alchornea triplinervia (Spreng.) Müll.Arg.",-40.873,-19.84,TRUE
"3310","Alchornea triplinervia (Spreng.) Müll.Arg.",-42.929,-20.428,TRUE
"3311","Alchornea triplinervia (Spreng.) Müll.Arg.",-43.02,-20.502,TRUE
"3314","Alchornea triplinervia (Spreng.) Müll.Arg.",-43.083,-18.38,TRUE
"3315","Alchornea triplinervia (Spreng.) Müll.Arg.",-42.755,-18.546,TRUE
"3316","Alchornea triplinervia (Spreng.) Müll.Arg.",-41.552,-19.301,TRUE
"3317","Alchornea triplinervia (Spreng.) Müll.Arg.",-43.386,-20.369,TRUE
"3319","Alchornea triplinervia (Spreng.) Müll.Arg.",-43.176,-20.449,TRUE
"3320","Alchornea triplinervia (Spreng.) Müll.Arg.",-43.286,-20.55,TRUE
"3321","Alchornea triplinervia (Spreng.) Müll.Arg.",-43.372,-20.629,TRUE
"3322","Alchornea triplinervia (Spreng.) Müll.Arg.",-42.873,-20.778,TRUE
"3330","Alchornea triplinervia (Spreng.) Müll.Arg.",-43.388,-18.549,TRUE
"3334","Alchornea triplinervia (Spreng.) Müll.Arg.",-43.669,-20.072,TRUE
"3336","Alchornea triplinervia (Spreng.) Müll.Arg.",-43.477,-20.121,TRUE
"3340","Alchornea triplinervia (Spreng.) Müll.Arg.",-43.539,-20.592,TRUE
"3341","Alchornea triplinervia (Spreng.) Müll.Arg.",-43.501,-20.434,TRUE
"3342","Alchornea triplinervia (Spreng.) Müll.Arg.",-43.103,-18.103,TRUE
"3344","Alchornea triplinervia (Spreng.) Müll.Arg.",-43.458,-20.079,TRUE
"3348","Alchornea triplinervia (Spreng.) Müll.Arg.",-43.423,-19.406,TRUE
"3758","Algernonia leandrii (Baill.) G.L.Webster",-40.513,-18.999,TRUE
"3790","Cordiera vinosa (Cham.) Kuntze",-43.477,-20.121,TRUE
"3793","Cordiera vinosa (Cham.) Kuntze",-43.539,-20.592,TRUE
"3794","Cordiera vinosa (Cham.) Kuntze",-43.501,-20.434,TRUE
"3795","Cordiera vinosa (Cham.) Kuntze",-43.103,-18.103,TRUE
"3796","Cordiera vinosa (Cham.) Kuntze",-43.512,-20.18,TRUE
"3829","Allagoptera caudescens (Mart.) Kuntze",-40.077,-19.455,TRUE
"3832","Allagoptera caudescens (Mart.) Kuntze",-40.669,-19.804,TRUE
"3836","Allagoptera caudescens (Mart.) Kuntze",-41.074,-19.477,TRUE
"3840","Allagoptera caudescens (Mart.) Kuntze",-41.48,-18.879,TRUE
"3841","Allagoptera caudescens (Mart.) Kuntze",-40.735,-18.967,TRUE
"3842","Allagoptera caudescens (Mart.) Kuntze",-42.763,-19.14,TRUE
"3843","Allagoptera caudescens (Mart.) Kuntze",-40.548,-19.351,TRUE
"3844","Allagoptera caudescens (Mart.) Kuntze",-43.207,-19.422,TRUE
"3845","Allagoptera caudescens (Mart.) Kuntze",-42.569,-19.582,TRUE
"3846","Allagoptera caudescens (Mart.) Kuntze",-42.865,-19.627,TRUE
"3847","Allagoptera caudescens (Mart.) Kuntze",-41.823,-19.721,TRUE
"3880","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-40.077,-19.455,TRUE
"3884","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-40.669,-19.804,TRUE
"3888","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-42.482,-20.701,TRUE
"3896","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-42.561,-18.393,TRUE
"3897","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-42.071,-18.493,TRUE
"3898","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-41.48,-18.879,TRUE
"3899","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-42.137,-19.022,TRUE
"3900","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-40.778,-19.218,TRUE
"3901","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-42.403,-19.341,TRUE
"3902","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-43.207,-19.422,TRUE
"3903","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-42.526,-19.499,TRUE
"3904","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-42.431,-19.511,TRUE
"3905","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-40.624,-19.587,TRUE
"3906","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-42.865,-19.627,TRUE
"3907","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-42.618,-19.684,TRUE
"3908","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-41.823,-19.721,TRUE
"3909","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-41.708,-19.804,TRUE
"3910","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-40.873,-19.84,TRUE
"3911","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-42.916,-20.263,TRUE
"3912","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-42.929,-20.428,TRUE
"3913","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-43.02,-20.502,TRUE
"3920","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-43.083,-18.38,TRUE
"3921","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-42.755,-18.546,TRUE
"3922","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-41.552,-19.301,TRUE
"3923","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-43.117,-19.847,TRUE
"3924","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-43.386,-20.369,TRUE
"3926","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-43.286,-20.55,TRUE
"3927","Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",-43.372,-20.629,TRUE
