"","FINAL","coords.x1","coords.x2","optional"
"23922","Casearia sylvestris Sw.",-41.48,-18.879,TRUE
"23923","Casearia sylvestris Sw.",-40.735,-18.967,TRUE
"23924","Casearia sylvestris Sw.",-40.513,-18.999,TRUE
"23925","Casearia sylvestris Sw.",-42.137,-19.022,TRUE
"23926","Casearia sylvestris Sw.",-42.763,-19.14,TRUE
"23927","Casearia sylvestris Sw.",-40.778,-19.218,TRUE
"23928","Casearia sylvestris Sw.",-42.403,-19.341,TRUE
"23929","Casearia sylvestris Sw.",-40.548,-19.351,TRUE
"23930","Casearia sylvestris Sw.",-42.526,-19.499,TRUE
"23931","Casearia sylvestris Sw.",-42.431,-19.511,TRUE
"23932","Casearia sylvestris Sw.",-42.569,-19.582,TRUE
"23933","Casearia sylvestris Sw.",-40.624,-19.587,TRUE
"23934","Casearia sylvestris Sw.",-42.865,-19.627,TRUE
"23935","Casearia sylvestris Sw.",-42.618,-19.684,TRUE
"23936","Casearia sylvestris Sw.",-41.823,-19.721,TRUE
"23937","Casearia sylvestris Sw.",-41.708,-19.804,TRUE
"23938","Casearia sylvestris Sw.",-40.873,-19.84,TRUE
"23939","Casearia sylvestris Sw.",-42.916,-20.263,TRUE
"23940","Casearia sylvestris Sw.",-42.929,-20.428,TRUE
"23941","Casearia sylvestris Sw.",-43.02,-20.502,TRUE
"23949","Casearia sylvestris Sw.",-43.083,-18.38,TRUE
"23950","Casearia sylvestris Sw.",-42.755,-18.546,TRUE
"23951","Casearia sylvestris Sw.",-41.552,-19.301,TRUE
"23952","Casearia sylvestris Sw.",-43.117,-19.847,TRUE
"23953","Casearia sylvestris Sw.",-43.363,-19.902,TRUE
"23954","Casearia sylvestris Sw.",-43.386,-20.369,TRUE
"23956","Casearia sylvestris Sw.",-43.176,-20.449,TRUE
"23957","Casearia sylvestris Sw.",-43.286,-20.55,TRUE
"23958","Casearia sylvestris Sw.",-43.372,-20.629,TRUE
"23959","Casearia sylvestris Sw.",-42.873,-20.778,TRUE
"23975","Casearia sylvestris Sw.",-43.388,-18.549,TRUE
"23979","Casearia sylvestris Sw.",-43.669,-20.072,TRUE
"23981","Casearia sylvestris Sw.",-43.477,-20.121,TRUE
"23986","Casearia sylvestris Sw.",-43.539,-20.592,TRUE
"23987","Casearia sylvestris Sw.",-43.103,-18.103,TRUE
"23991","Casearia sylvestris Sw.",-43.423,-19.406,TRUE
"24500","Casearia ulmifolia Vahl ex Vent.",-40.077,-19.455,TRUE
"24504","Casearia ulmifolia Vahl ex Vent.",-42.482,-20.701,TRUE
"24505","Casearia ulmifolia Vahl ex Vent.",-41.074,-19.477,TRUE
"24513","Casearia ulmifolia Vahl ex Vent.",-42.561,-18.393,TRUE
"24514","Casearia ulmifolia Vahl ex Vent.",-42.071,-18.493,TRUE
"24516","Casearia ulmifolia Vahl ex Vent.",-41.48,-18.879,TRUE
"24517","Casearia ulmifolia Vahl ex Vent.",-42.137,-19.022,TRUE
"24518","Casearia ulmifolia Vahl ex Vent.",-42.763,-19.14,TRUE
"24519","Casearia ulmifolia Vahl ex Vent.",-42.403,-19.341,TRUE
"24520","Casearia ulmifolia Vahl ex Vent.",-43.207,-19.422,TRUE
"24521","Casearia ulmifolia Vahl ex Vent.",-42.526,-19.499,TRUE
"24522","Casearia ulmifolia Vahl ex Vent.",-42.431,-19.511,TRUE
"24523","Casearia ulmifolia Vahl ex Vent.",-42.569,-19.582,TRUE
"24524","Casearia ulmifolia Vahl ex Vent.",-42.865,-19.627,TRUE
"24525","Casearia ulmifolia Vahl ex Vent.",-41.823,-19.721,TRUE
"24526","Casearia ulmifolia Vahl ex Vent.",-42.624,-19.765,TRUE
"24527","Casearia ulmifolia Vahl ex Vent.",-42.535,-19.8,TRUE
"24528","Casearia ulmifolia Vahl ex Vent.",-41.708,-19.804,TRUE
"24529","Casearia ulmifolia Vahl ex Vent.",-40.873,-19.84,TRUE
"24530","Casearia ulmifolia Vahl ex Vent.",-42.916,-20.263,TRUE
"24531","Casearia ulmifolia Vahl ex Vent.",-42.929,-20.428,TRUE
"24532","Casearia ulmifolia Vahl ex Vent.",-43.02,-20.502,TRUE
"24535","Casearia ulmifolia Vahl ex Vent.",-43.083,-18.38,TRUE
"24536","Casearia ulmifolia Vahl ex Vent.",-43.117,-19.847,TRUE
"24537","Casearia ulmifolia Vahl ex Vent.",-43.286,-20.55,TRUE
"24538","Casearia ulmifolia Vahl ex Vent.",-43.372,-20.629,TRUE
"24539","Casearia ulmifolia Vahl ex Vent.",-42.873,-20.778,TRUE
"24545","Casearia ulmifolia Vahl ex Vent.",-43.423,-19.406,TRUE
"24591","Cassia ferruginea (Schrad.) Schrad. ex DC.",-42.482,-20.701,TRUE
"24593","Cassia ferruginea (Schrad.) Schrad. ex DC.",-41.074,-19.477,TRUE
"24598","Cassia ferruginea (Schrad.) Schrad. ex DC.",-42.561,-18.393,TRUE
"24599","Cassia ferruginea (Schrad.) Schrad. ex DC.",-42.071,-18.493,TRUE
"24600","Cassia ferruginea (Schrad.) Schrad. ex DC.",-41.48,-18.879,TRUE
"24601","Cassia ferruginea (Schrad.) Schrad. ex DC.",-40.735,-18.967,TRUE
"24602","Cassia ferruginea (Schrad.) Schrad. ex DC.",-42.763,-19.14,TRUE
"24603","Cassia ferruginea (Schrad.) Schrad. ex DC.",-40.548,-19.351,TRUE
"24604","Cassia ferruginea (Schrad.) Schrad. ex DC.",-43.207,-19.422,TRUE
"24605","Cassia ferruginea (Schrad.) Schrad. ex DC.",-42.526,-19.499,TRUE
"24606","Cassia ferruginea (Schrad.) Schrad. ex DC.",-42.569,-19.582,TRUE
"24607","Cassia ferruginea (Schrad.) Schrad. ex DC.",-42.865,-19.627,TRUE
"24608","Cassia ferruginea (Schrad.) Schrad. ex DC.",-41.823,-19.721,TRUE
"24609","Cassia ferruginea (Schrad.) Schrad. ex DC.",-42.535,-19.8,TRUE
"24610","Cassia ferruginea (Schrad.) Schrad. ex DC.",-40.873,-19.84,TRUE
"24611","Cassia ferruginea (Schrad.) Schrad. ex DC.",-42.916,-20.263,TRUE
"24612","Cassia ferruginea (Schrad.) Schrad. ex DC.",-42.929,-20.428,TRUE
"24616","Cassia ferruginea (Schrad.) Schrad. ex DC.",-43.083,-18.38,TRUE
"24617","Cassia ferruginea (Schrad.) Schrad. ex DC.",-42.755,-18.546,TRUE
"24618","Cassia ferruginea (Schrad.) Schrad. ex DC.",-43.117,-19.847,TRUE
"24619","Cassia ferruginea (Schrad.) Schrad. ex DC.",-43.363,-19.902,TRUE
"24620","Cassia ferruginea (Schrad.) Schrad. ex DC.",-43.386,-20.369,TRUE
"24622","Cassia ferruginea (Schrad.) Schrad. ex DC.",-43.176,-20.449,TRUE
"24623","Cassia ferruginea (Schrad.) Schrad. ex DC.",-43.286,-20.55,TRUE
"24624","Cassia ferruginea (Schrad.) Schrad. ex DC.",-43.372,-20.629,TRUE
"24625","Cassia ferruginea (Schrad.) Schrad. ex DC.",-42.873,-20.778,TRUE
"24635","Cassia ferruginea (Schrad.) Schrad. ex DC.",-43.669,-20.072,TRUE
"24640","Cassia ferruginea (Schrad.) Schrad. ex DC.",-43.539,-20.592,TRUE
"24642","Cassia ferruginea (Schrad.) Schrad. ex DC.",-43.423,-19.406,TRUE
"24781","Cathedra rubricaulis Miers",-40.513,-18.999,TRUE
"24782","Cathedra rubricaulis Miers",-40.778,-19.218,TRUE
"24791","Cavanillesia umbellata Ruiz & Pav.",-40.077,-19.455,TRUE
"24794","Cavanillesia umbellata Ruiz & Pav.",-40.669,-19.804,TRUE
"24798","Cavanillesia umbellata Ruiz & Pav.",-40.735,-18.967,TRUE
"24799","Cavanillesia umbellata Ruiz & Pav.",-41.823,-19.721,TRUE
"24820","Cecropia glaziovii Snethl.",-40.077,-19.455,TRUE
"24832","Cecropia glaziovii Snethl.",-42.482,-20.701,TRUE
"24835","Cecropia glaziovii Snethl.",-41.074,-19.477,TRUE
"24844","Cecropia glaziovii Snethl.",-42.561,-18.393,TRUE
"24846","Cecropia glaziovii Snethl.",-41.48,-18.879,TRUE
"24847","Cecropia glaziovii Snethl.",-40.735,-18.967,TRUE
"24848","Cecropia glaziovii Snethl.",-40.513,-18.999,TRUE
"24849","Cecropia glaziovii Snethl.",-42.137,-19.022,TRUE
"24850","Cecropia glaziovii Snethl.",-42.763,-19.14,TRUE
"24851","Cecropia glaziovii Snethl.",-40.778,-19.218,TRUE
"24852","Cecropia glaziovii Snethl.",-42.403,-19.341,TRUE
"24853","Cecropia glaziovii Snethl.",-40.548,-19.351,TRUE
"24854","Cecropia glaziovii Snethl.",-42.526,-19.499,TRUE
"24855","Cecropia glaziovii Snethl.",-40.624,-19.587,TRUE
"24856","Cecropia glaziovii Snethl.",-42.865,-19.627,TRUE
"24857","Cecropia glaziovii Snethl.",-42.618,-19.684,TRUE
"24858","Cecropia glaziovii Snethl.",-41.823,-19.721,TRUE
"24859","Cecropia glaziovii Snethl.",-41.708,-19.804,TRUE
"24860","Cecropia glaziovii Snethl.",-40.873,-19.84,TRUE
"24861","Cecropia glaziovii Snethl.",-42.916,-20.263,TRUE
"24862","Cecropia glaziovii Snethl.",-42.929,-20.428,TRUE
"24863","Cecropia glaziovii Snethl.",-43.02,-20.502,TRUE
"24868","Cecropia glaziovii Snethl.",-43.083,-18.38,TRUE
"24869","Cecropia glaziovii Snethl.",-42.755,-18.546,TRUE
"24870","Cecropia glaziovii Snethl.",-41.552,-19.301,TRUE
"24871","Cecropia glaziovii Snethl.",-43.117,-19.847,TRUE
"24872","Cecropia glaziovii Snethl.",-43.363,-19.902,TRUE
"24873","Cecropia glaziovii Snethl.",-43.386,-20.369,TRUE
"24875","Cecropia glaziovii Snethl.",-43.176,-20.449,TRUE
"24876","Cecropia glaziovii Snethl.",-43.286,-20.55,TRUE
"24877","Cecropia glaziovii Snethl.",-43.372,-20.629,TRUE
"24878","Cecropia glaziovii Snethl.",-42.873,-20.778,TRUE
"24885","Cecropia glaziovii Snethl.",-43.388,-18.549,TRUE
"24889","Cecropia glaziovii Snethl.",-43.669,-20.072,TRUE
"24891","Cecropia glaziovii Snethl.",-43.477,-20.121,TRUE
"24895","Cecropia glaziovii Snethl.",-43.539,-20.592,TRUE
"24896","Cecropia glaziovii Snethl.",-43.103,-18.103,TRUE
"25127","Cecropia hololeuca Miq.",-40.077,-19.455,TRUE
"25138","Cecropia hololeuca Miq.",-40.755,-19.768,TRUE
"25142","Cecropia hololeuca Miq.",-42.482,-20.701,TRUE
"25145","Cecropia hololeuca Miq.",-41.074,-19.477,TRUE
"25155","Cecropia hololeuca Miq.",-42.561,-18.393,TRUE
"25156","Cecropia hololeuca Miq.",-42.071,-18.493,TRUE
"25158","Cecropia hololeuca Miq.",-41.48,-18.879,TRUE
"25159","Cecropia hololeuca Miq.",-40.513,-18.999,TRUE
"25160","Cecropia hololeuca Miq.",-42.137,-19.022,TRUE
"25161","Cecropia hololeuca Miq.",-42.763,-19.14,TRUE
"25162","Cecropia hololeuca Miq.",-40.778,-19.218,TRUE
"25163","Cecropia hololeuca Miq.",-42.403,-19.341,TRUE
"25164","Cecropia hololeuca Miq.",-40.548,-19.351,TRUE
"25165","Cecropia hololeuca Miq.",-43.207,-19.422,TRUE
"25166","Cecropia hololeuca Miq.",-42.526,-19.499,TRUE
"25167","Cecropia hololeuca Miq.",-42.431,-19.511,TRUE
"25168","Cecropia hololeuca Miq.",-42.865,-19.627,TRUE
"25169","Cecropia hololeuca Miq.",-42.618,-19.684,TRUE
"25170","Cecropia hololeuca Miq.",-41.823,-19.721,TRUE
"25171","Cecropia hololeuca Miq.",-42.624,-19.765,TRUE
"25172","Cecropia hololeuca Miq.",-41.708,-19.804,TRUE
"25173","Cecropia hololeuca Miq.",-40.873,-19.84,TRUE
"25174","Cecropia hololeuca Miq.",-42.916,-20.263,TRUE
"25175","Cecropia hololeuca Miq.",-42.929,-20.428,TRUE
"25176","Cecropia hololeuca Miq.",-43.02,-20.502,TRUE
"25180","Cecropia hololeuca Miq.",-43.083,-18.38,TRUE
"25181","Cecropia hololeuca Miq.",-42.755,-18.546,TRUE
"25182","Cecropia hololeuca Miq.",-41.552,-19.301,TRUE
"25183","Cecropia hololeuca Miq.",-43.117,-19.847,TRUE
"25184","Cecropia hololeuca Miq.",-43.363,-19.902,TRUE
"25185","Cecropia hololeuca Miq.",-43.386,-20.369,TRUE
"25186","Cecropia hololeuca Miq.",-43.176,-20.449,TRUE
"25187","Cecropia hololeuca Miq.",-43.286,-20.55,TRUE
"25188","Cecropia hololeuca Miq.",-43.372,-20.629,TRUE
"25189","Cecropia hololeuca Miq.",-42.873,-20.778,TRUE
"25193","Cecropia hololeuca Miq.",-43.388,-18.549,TRUE
"25197","Cecropia hololeuca Miq.",-43.669,-20.072,TRUE
"25199","Cecropia hololeuca Miq.",-43.477,-20.121,TRUE
"25202","Cecropia hololeuca Miq.",-43.539,-20.592,TRUE
"25203","Cecropia hololeuca Miq.",-43.103,-18.103,TRUE
"25205","Cecropia hololeuca Miq.",-43.423,-19.406,TRUE
"25347","Cecropia pachystachya Trécul",-40.077,-19.455,TRUE
"25357","Cecropia pachystachya Trécul",-40.669,-19.804,TRUE
"25363","Cecropia pachystachya Trécul",-40.755,-19.768,TRUE
"25370","Cecropia pachystachya Trécul",-41.074,-19.477,TRUE
"25382","Cecropia pachystachya Trécul",-42.561,-18.393,TRUE
"25383","Cecropia pachystachya Trécul",-42.071,-18.493,TRUE
"25385","Cecropia pachystachya Trécul",-41.48,-18.879,TRUE
"25386","Cecropia pachystachya Trécul",-40.735,-18.967,TRUE
"25387","Cecropia pachystachya Trécul",-40.513,-18.999,TRUE
"25388","Cecropia pachystachya Trécul",-42.137,-19.022,TRUE
"25389","Cecropia pachystachya Trécul",-42.763,-19.14,TRUE
"25390","Cecropia pachystachya Trécul",-42.403,-19.341,TRUE
"25391","Cecropia pachystachya Trécul",-40.548,-19.351,TRUE
"25392","Cecropia pachystachya Trécul",-43.207,-19.422,TRUE
"25393","Cecropia pachystachya Trécul",-42.526,-19.499,TRUE
"25394","Cecropia pachystachya Trécul",-42.431,-19.511,TRUE
"25395","Cecropia pachystachya Trécul",-42.865,-19.627,TRUE
"25396","Cecropia pachystachya Trécul",-42.618,-19.684,TRUE
"25397","Cecropia pachystachya Trécul",-42.535,-19.8,TRUE
"25398","Cecropia pachystachya Trécul",-41.708,-19.804,TRUE
"25399","Cecropia pachystachya Trécul",-40.873,-19.84,TRUE
"25400","Cecropia pachystachya Trécul",-42.916,-20.263,TRUE
"25401","Cecropia pachystachya Trécul",-43.02,-20.502,TRUE
"25408","Cecropia pachystachya Trécul",-43.083,-18.38,TRUE
"25409","Cecropia pachystachya Trécul",-42.755,-18.546,TRUE
"25410","Cecropia pachystachya Trécul",-43.363,-19.902,TRUE
"25411","Cecropia pachystachya Trécul",-43.386,-20.369,TRUE
"25427","Cecropia pachystachya Trécul",-43.388,-18.549,TRUE
"25430","Cecropia pachystachya Trécul",-43.669,-20.072,TRUE
"25435","Cecropia pachystachya Trécul",-43.539,-20.592,TRUE
"25440","Cecropia pachystachya Trécul",-43.423,-19.406,TRUE
"25762","Cedrela fissilis Vell.",-42.482,-20.701,TRUE
"25765","Cedrela fissilis Vell.",-41.074,-19.477,TRUE
"25771","Cedrela fissilis Vell.",-42.561,-18.393,TRUE
"25773","Cedrela fissilis Vell.",-41.48,-18.879,TRUE
"25774","Cedrela fissilis Vell.",-40.513,-18.999,TRUE
"25775","Cedrela fissilis Vell.",-42.763,-19.14,TRUE
"25776","Cedrela fissilis Vell.",-40.778,-19.218,TRUE
"25777","Cedrela fissilis Vell.",-42.526,-19.499,TRUE
"25778","Cedrela fissilis Vell.",-42.431,-19.511,TRUE
"25779","Cedrela fissilis Vell.",-42.865,-19.627,TRUE
"25780","Cedrela fissilis Vell.",-42.618,-19.684,TRUE
"25781","Cedrela fissilis Vell.",-41.823,-19.721,TRUE
"25782","Cedrela fissilis Vell.",-41.708,-19.804,TRUE
"25783","Cedrela fissilis Vell.",-42.916,-20.263,TRUE
"25784","Cedrela fissilis Vell.",-42.929,-20.428,TRUE
"25789","Cedrela fissilis Vell.",-43.083,-18.38,TRUE
"25790","Cedrela fissilis Vell.",-42.755,-18.546,TRUE
"25791","Cedrela fissilis Vell.",-41.552,-19.301,TRUE
"25792","Cedrela fissilis Vell.",-43.363,-19.902,TRUE
"25793","Cedrela fissilis Vell.",-43.386,-20.369,TRUE
"25795","Cedrela fissilis Vell.",-43.176,-20.449,TRUE
"25796","Cedrela fissilis Vell.",-43.286,-20.55,TRUE
"25797","Cedrela fissilis Vell.",-42.873,-20.778,TRUE
"25808","Cedrela fissilis Vell.",-43.388,-18.549,TRUE
"25811","Cedrela fissilis Vell.",-43.669,-20.072,TRUE
"25815","Cedrela fissilis Vell.",-43.539,-20.592,TRUE
"25817","Cedrela fissilis Vell.",-43.458,-20.079,TRUE
"25819","Cedrela fissilis Vell.",-43.423,-19.406,TRUE
"26286","Cedrela odorata L.",-40.077,-19.455,TRUE
"26289","Cedrela odorata L.",-40.669,-19.804,TRUE
"26291","Cedrela odorata L.",-40.755,-19.768,TRUE
"26295","Cedrela odorata L.",-41.48,-18.879,TRUE
"26296","Cedrela odorata L.",-40.735,-18.967,TRUE
"26297","Cedrela odorata L.",-40.548,-19.351,TRUE
"26298","Cedrela odorata L.",-40.624,-19.587,TRUE
"26299","Cedrela odorata L.",-41.823,-19.721,TRUE
"26300","Cedrela odorata L.",-42.624,-19.765,TRUE
"26301","Cedrela odorata L.",-42.535,-19.8,TRUE
"26303","Cedrela odorata L.",-43.286,-20.55,TRUE
"26357","Ceiba erianthos (Cav.) K.Schum.",-40.077,-19.455,TRUE
"26362","Ceiba erianthos (Cav.) K.Schum.",-40.669,-19.804,TRUE
"26363","Ceiba erianthos (Cav.) K.Schum.",-40.755,-19.768,TRUE
"26370","Ceiba erianthos (Cav.) K.Schum.",-40.548,-19.351,TRUE
"26371","Ceiba erianthos (Cav.) K.Schum.",-40.624,-19.587,TRUE
"26372","Ceiba erianthos (Cav.) K.Schum.",-42.865,-19.627,TRUE
"26373","Ceiba erianthos (Cav.) K.Schum.",-42.618,-19.684,TRUE
"26374","Ceiba erianthos (Cav.) K.Schum.",-41.708,-19.804,TRUE
"26409","Ceiba pubiflora (A.St.-Hil.) K.Schum.",-40.755,-19.768,TRUE
"26431","Ceiba speciosa (A.St.-Hil.) Ravenna",-40.077,-19.455,TRUE
"26432","Ceiba speciosa (A.St.-Hil.) Ravenna",-42.482,-20.701,TRUE
"26436","Ceiba speciosa (A.St.-Hil.) Ravenna",-40.513,-18.999,TRUE
"26437","Ceiba speciosa (A.St.-Hil.) Ravenna",-40.624,-19.587,TRUE
"26438","Ceiba speciosa (A.St.-Hil.) Ravenna",-42.484,-19.748,TRUE
"26439","Ceiba speciosa (A.St.-Hil.) Ravenna",-40.873,-19.84,TRUE
"26440","Ceiba speciosa (A.St.-Hil.) Ravenna",-43.386,-20.369,TRUE
"26441","Ceiba speciosa (A.St.-Hil.) Ravenna",-43.176,-20.449,TRUE
"26442","Ceiba speciosa (A.St.-Hil.) Ravenna",-42.873,-20.778,TRUE
"26593","Ceiba ventricosa (Nees & Mart.) Ravenna",-41.48,-18.879,TRUE
"26594","Ceiba ventricosa (Nees & Mart.) Ravenna",-42.137,-19.022,TRUE
"26595","Ceiba ventricosa (Nees & Mart.) Ravenna",-42.526,-19.499,TRUE
"26596","Ceiba ventricosa (Nees & Mart.) Ravenna",-42.865,-19.627,TRUE
"26597","Ceiba ventricosa (Nees & Mart.) Ravenna",-41.823,-19.721,TRUE
"26598","Ceiba ventricosa (Nees & Mart.) Ravenna",-42.624,-19.765,TRUE
"26599","Ceiba ventricosa (Nees & Mart.) Ravenna",-42.535,-19.8,TRUE
"26600","Ceiba ventricosa (Nees & Mart.) Ravenna",-41.708,-19.804,TRUE
"26601","Ceiba ventricosa (Nees & Mart.) Ravenna",-42.929,-20.428,TRUE
"26602","Ceiba ventricosa (Nees & Mart.) Ravenna",-42.873,-20.778,TRUE
"26649","Celtis iguanaea (Jacq.) Sarg.",-41.074,-19.477,TRUE
"26656","Celtis iguanaea (Jacq.) Sarg.",-42.561,-18.393,TRUE
"26657","Celtis iguanaea (Jacq.) Sarg.",-42.071,-18.493,TRUE
"26659","Celtis iguanaea (Jacq.) Sarg.",-41.48,-18.879,TRUE
"26660","Celtis iguanaea (Jacq.) Sarg.",-42.763,-19.14,TRUE
"26661","Celtis iguanaea (Jacq.) Sarg.",-42.865,-19.627,TRUE
"26662","Celtis iguanaea (Jacq.) Sarg.",-41.823,-19.721,TRUE
"26663","Celtis iguanaea (Jacq.) Sarg.",-41.708,-19.804,TRUE
"26664","Celtis iguanaea (Jacq.) Sarg.",-42.929,-20.428,TRUE
"26666","Celtis iguanaea (Jacq.) Sarg.",-42.755,-18.546,TRUE
"26667","Celtis iguanaea (Jacq.) Sarg.",-41.552,-19.301,TRUE
"26668","Celtis iguanaea (Jacq.) Sarg.",-43.117,-19.847,TRUE
"26669","Celtis iguanaea (Jacq.) Sarg.",-43.386,-20.369,TRUE
"26670","Celtis iguanaea (Jacq.) Sarg.",-43.372,-20.629,TRUE
"26671","Celtis iguanaea (Jacq.) Sarg.",-42.873,-20.778,TRUE
"26683","Celtis iguanaea (Jacq.) Sarg.",-43.669,-20.072,TRUE
"26686","Celtis iguanaea (Jacq.) Sarg.",-43.103,-18.103,TRUE
"26928","Celtis pubescens (Kunth) Spreng.",-42.071,-18.493,TRUE
"26929","Celtis pubescens (Kunth) Spreng.",-41.48,-18.879,TRUE
"26930","Celtis pubescens (Kunth) Spreng.",-42.431,-19.511,TRUE
"26931","Celtis pubescens (Kunth) Spreng.",-42.865,-19.627,TRUE
"26932","Celtis pubescens (Kunth) Spreng.",-42.618,-19.684,TRUE
"26933","Celtis pubescens (Kunth) Spreng.",-41.823,-19.721,TRUE
"26937","Celtis pubescens (Kunth) Spreng.",-43.083,-18.38,TRUE
"26938","Celtis pubescens (Kunth) Spreng.",-41.552,-19.301,TRUE
"26939","Celtis pubescens (Kunth) Spreng.",-43.117,-19.847,TRUE
"26940","Celtis pubescens (Kunth) Spreng.",-43.386,-20.369,TRUE
"26942","Celtis pubescens (Kunth) Spreng.",-42.873,-20.778,TRUE
"26953","Celtis pubescens (Kunth) Spreng.",-43.388,-18.549,TRUE
"26954","Celtis pubescens (Kunth) Spreng.",-43.669,-20.072,TRUE
"27078","Centrolobium microchaete (Mart. ex Benth.) H.C.Lima",-42.071,-18.493,TRUE
"27079","Centrolobium microchaete (Mart. ex Benth.) H.C.Lima",-41.48,-18.879,TRUE
"27080","Centrolobium microchaete (Mart. ex Benth.) H.C.Lima",-40.513,-18.999,TRUE
"27081","Centrolobium microchaete (Mart. ex Benth.) H.C.Lima",-42.137,-19.022,TRUE
"27082","Centrolobium microchaete (Mart. ex Benth.) H.C.Lima",-40.778,-19.218,TRUE
"27083","Centrolobium microchaete (Mart. ex Benth.) H.C.Lima",-42.403,-19.341,TRUE
"27084","Centrolobium microchaete (Mart. ex Benth.) H.C.Lima",-42.526,-19.499,TRUE
"27085","Centrolobium microchaete (Mart. ex Benth.) H.C.Lima",-42.431,-19.511,TRUE
"27086","Centrolobium microchaete (Mart. ex Benth.) H.C.Lima",-42.569,-19.582,TRUE
"27087","Centrolobium microchaete (Mart. ex Benth.) H.C.Lima",-42.865,-19.627,TRUE
"27088","Centrolobium microchaete (Mart. ex Benth.) H.C.Lima",-42.618,-19.684,TRUE
"27089","Centrolobium microchaete (Mart. ex Benth.) H.C.Lima",-41.823,-19.721,TRUE
"27090","Centrolobium microchaete (Mart. ex Benth.) H.C.Lima",-42.535,-19.8,TRUE
"27092","Centrolobium microchaete (Mart. ex Benth.) H.C.Lima",-41.552,-19.301,TRUE
"27112","Centrolobium robustum (Vell.) Mart. ex Benth.",-42.618,-19.684,TRUE
"27127","Centrolobium sclerophyllum H.C.Lima",-40.077,-19.455,TRUE
"27146","Centrolobium tomentosum Guillem. ex Benth.",-40.669,-19.804,TRUE
"27150","Centrolobium tomentosum Guillem. ex Benth.",-42.561,-18.393,TRUE
"27151","Centrolobium tomentosum Guillem. ex Benth.",-42.071,-18.493,TRUE
"27152","Centrolobium tomentosum Guillem. ex Benth.",-40.548,-19.351,TRUE
"27153","Centrolobium tomentosum Guillem. ex Benth.",-40.624,-19.587,TRUE
"27154","Centrolobium tomentosum Guillem. ex Benth.",-41.823,-19.721,TRUE
"27155","Centrolobium tomentosum Guillem. ex Benth.",-42.916,-20.263,TRUE
"27158","Centrolobium tomentosum Guillem. ex Benth.",-42.755,-18.546,TRUE
"27159","Centrolobium tomentosum Guillem. ex Benth.",-43.117,-19.847,TRUE
"27160","Centrolobium tomentosum Guillem. ex Benth.",-43.372,-20.629,TRUE
"27386","Cestrum axillare Vell.",-40.077,-19.455,TRUE
"27389","Cestrum axillare Vell.",-40.669,-19.804,TRUE
"27393","Cestrum axillare Vell.",-40.755,-19.768,TRUE
"27417","Cestrum axillare Vell.",-43.669,-20.072,TRUE
"27489","Cestrum bracteatum Link & Otto",-40.669,-19.804,TRUE
"27498","Cestrum bracteatum Link & Otto",-42.482,-20.701,TRUE
"27502","Cestrum bracteatum Link & Otto",-40.735,-18.967,TRUE
"27503","Cestrum bracteatum Link & Otto",-40.548,-19.351,TRUE
"27504","Cestrum bracteatum Link & Otto",-42.618,-19.684,TRUE
"27505","Cestrum bracteatum Link & Otto",-41.823,-19.721,TRUE
"27506","Cestrum bracteatum Link & Otto",-43.363,-19.902,TRUE
"27507","Cestrum bracteatum Link & Otto",-42.873,-20.778,TRUE
"27508","Cestrum bracteatum Link & Otto",-43.388,-18.549,TRUE
"27511","Cestrum bracteatum Link & Otto",-43.669,-20.072,TRUE
"27512","Cestrum bracteatum Link & Otto",-43.477,-20.121,TRUE
"27514","Cestrum bracteatum Link & Otto",-43.539,-20.592,TRUE
"27515","Cestrum bracteatum Link & Otto",-43.501,-20.434,TRUE
"27873","Cestrum mariquitense Kunth",-42.873,-20.778,TRUE
"27950","Cestrum retrofractum Dunal",-40.077,-19.455,TRUE
"27955","Cestrum retrofractum Dunal",-42.873,-20.778,TRUE
"27997","Cestrum schlechtendalii G.Don",-42.482,-20.701,TRUE
"27999","Cestrum schlechtendalii G.Don",-42.865,-19.627,TRUE
"28000","Cestrum schlechtendalii G.Don",-42.618,-19.684,TRUE
"28001","Cestrum schlechtendalii G.Don",-42.916,-20.263,TRUE
"28003","Cestrum schlechtendalii G.Don",-43.363,-19.902,TRUE
"28004","Cestrum schlechtendalii G.Don",-43.386,-20.369,TRUE
"28005","Cestrum schlechtendalii G.Don",-43.372,-20.629,TRUE
"28006","Cestrum schlechtendalii G.Don",-42.873,-20.778,TRUE
"28010","Cestrum schlechtendalii G.Don",-43.669,-20.072,TRUE
"28011","Cestrum schlechtendalii G.Don",-43.477,-20.121,TRUE
"28013","Cestrum schlechtendalii G.Don",-43.501,-20.434,TRUE
"28097","Cestrum strigilatum Ruiz & Pav.",-40.077,-19.455,TRUE
"28101","Cestrum strigilatum Ruiz & Pav.",-42.873,-20.778,TRUE
"28260","Chaetocarpus myrsinites Baill.",-41.074,-19.477,TRUE
"28266","Chaetocarpus myrsinites Baill.",-41.48,-18.879,TRUE
"28267","Chaetocarpus myrsinites Baill.",-42.137,-19.022,TRUE
"28268","Chaetocarpus myrsinites Baill.",-43.207,-19.422,TRUE
"28269","Chaetocarpus myrsinites Baill.",-41.823,-19.721,TRUE
"28272","Chaetocarpus myrsinites Baill.",-42.755,-18.546,TRUE
"28273","Chaetocarpus myrsinites Baill.",-43.117,-19.847,TRUE
"28291","Chamaecrista aspidiifolia H.S.Irwin & Barneby",-40.077,-19.455,TRUE
